"Finca Felicia y Francisco, Turrialba"
"5/27/22 11:00 PM : 1 Year"
"","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway"
"9/28/22 2:00 PM","29.77","95","57","77","110","10.1","80","80","79","78","72","74","4","NNE","2.0","11","N","80","84","84","95","0.00","0.00","835","35.92","1097","0.02","5","1.2","7","0.000","0.308"
"9/28/22 2:30 PM","29.76","95","54","76","108","9.4","77","80","77","81","70","72","5","NNE","2.5","9","NNW","77","79","79","85","0.00","0.00","295","12.69","1028","0.00","2","0.4","5","0.000","0.244"
"9/28/22 3:00 PM","29.76","92","55","73","101","9.7","74","77","74","86","69","70","5","ESE","2.5","10","ESE","74","76","76","78","0.00","0.00","148","6.37","255","0.01","1","0.3","2","0.000","0.179"
"9/28/22 3:30 PM","29.75","89","57","72","97","10.1","73","74","73","87","69","70","4","ESE","2.0","8","SE","73","75","75","79","0.00","0.00","163","7.01","207","0.00","1","0.1","1","0.000","0.171"
"9/28/22 4:00 PM","29.76","88","58","71","95","10.3","72","74","72","89","69","70","4","E","2.0","10","ENE","72","74","74","77","0.00","0.00","110","4.73","230","0.00","0","0.0","1","0.000","0.154"
"9/28/22 4:30 PM","29.77","86","59","70","90","10.5","72","72","72","88","69","70","1","E","0.5","6","ESE","72","74","74","77","0.00","0.00","82","3.53","88","0.00","0","0.0","0","0.000","0.156"
"9/28/22 5:00 PM","29.78","83","60","68","86","10.8","70","72","70","94","68","68","5","W","2.5","9","WNW","70","72","72","73","0.00","0.00","45","1.94","76","0.00","0","0.0","0","0.000","0.100"
"9/28/22 5:30 PM","29.80","81","61","66","82","10.9","69","70","69","95","68","68","4","W","2.0","7","WSW","69","72","72","69","0.00","0.00","5","0.22","28","0.00","0","0.0","0","0.000","0.085"
"9/28/22 6:00 PM","29.81","79","62","65","80","11.2","69","69","69","93","67","68","4","W","2.0","7","WSW","69","72","72","69","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.087"
"9/28/22 6:30 PM","29.82","78","63","64","79","11.4","69","69","69","92","67","68","4","W","2.0","6","WSW","69","72","72","69","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.090"
"9/28/22 7:00 PM","29.83","77","63","64","78","11.4","69","69","69","91","66","67","3","W","1.5","6","WNW","69","71","71","69","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.085"
"9/28/22 7:30 PM","29.83","77","64","64","78","11.6","69","70","69","92","67","67","0","","0.0","3","SW","69","71","71","69","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.085"
"9/28/22 8:00 PM","29.84","76","64","63","77","11.6","69","69","68","92","66","67","1","SSW","0.5","3","SSW","69","71","71","68","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.079"
"9/28/22 8:30 PM","29.84","76","64","63","77","11.6","68","69","68","97","67","67","0","","0.0","4","SW","68","70","70","68","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.058"
"9/28/22 9:00 PM","29.85","76","65","63","76","11.8","68","68","68","97","67","67","3","SW","1.5","6","SSE","68","70","70","67","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.054"
"9/28/22 9:30 PM","29.86","75","66","63","76","12.1","68","68","68","96","67","67","1","S","0.5","5","S","68","70","70","68","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.065"
"9/28/22 10:00 PM","29.85","75","66","62","75","12.1","68","68","68","92","66","67","0","","0.0","2","WSW","68","70","70","68","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.069"
"9/28/22 10:30 PM","29.85","74","66","62","75","12.1","69","69","68","90","66","66","1","WSW","0.5","3","WSW","69","71","71","68","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.075"
"9/28/22 11:00 PM","29.84","74","66","62","75","12.1","68","69","68","90","65","66","0","","0.0","3","S","68","70","70","68","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.073"
"9/28/22 11:30 PM","29.84","74","67","62","75","12.3","67","69","66","94","65","65","3","W","1.5","7","W","67","68","68","66","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.035"
"9/29/22 12:00 AM","29.84","73","67","62","74","12.3","68","68","67","90","65","65","2","WSW","1.0","5","WSW","68","69","69","67","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.054"
"9/29/22 12:30 AM","29.83","73","67","61","73","12.3","67","68","67","91","64","65","0","","0.0","3","SSW","67","69","69","66","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.040"
"9/29/22 1:00 AM","29.83","72","67","61","73","12.3","66","67","65","94","64","64","1","SSW","0.5","3","SSW","66","67","67","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.010"
"9/29/22 1:30 AM","29.82","72","67","60","72","12.3","65","66","65","96","63","64","0","","0.0","3","WNW","65","66","66","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"9/29/22 2:00 AM","29.81","72","67","60","72","12.3","65","65","64","96","64","64","0","","0.0","2","WNW","65","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.004","0.000"
"9/29/22 2:30 AM","29.80","71","67","59","71","12.3","64","65","64","97","64","64","0","","0.0","2","WNW","64","66","66","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.010","0.000"
"9/29/22 3:00 AM","29.80","71","68","60","71","12.6","65","65","64","95","64","64","0","","0.0","3","WNW","65","67","67","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.002"
"9/29/22 3:30 AM","29.80","70","68","59","70","12.6","65","65","65","97","64","64","0","","0.0","2","WNW","65","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.004","0.000"
"9/29/22 4:00 AM","29.81","70","69","60","70","12.8","64","65","64","98","64","64","2","SSE","1.0","4","SSE","64","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.010","0.000"
"9/29/22 4:30 AM","29.82","71","69","60","71","12.8","66","66","64","94","64","65","1","SSE","0.5","3","SSE","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.019"
"9/29/22 5:00 AM","29.82","71","70","61","72","13.1","65","66","65","97","64","64","1","SSE","0.5","5","WSW","65","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.004","0.000"
"9/29/22 5:30 AM","29.83","72","70","61","72","13.1","65","65","65","98","65","65","1","WSW","0.5","5","WSW","65","67","67","64","0.00","0.00","0","0.00","5","0.00","0","0.0","0","0.000","0.002"
"9/29/22 6:00 AM","29.83","72","70","62","72","13.1","65","65","65","97","64","65","1","ESE","0.5","4","ESE","65","67","67","65","0.00","0.00","32","1.38","76","0.00","0","0.0","0","0.000","0.006"
"9/29/22 6:30 AM","29.82","72","71","62","73","13.4","68","68","65","95","66","67","0","","0.0","2","ESE","68","70","70","73","0.00","0.00","111","4.78","160","0.00","0","0.0","0","0.000","0.060"
"9/29/22 7:00 AM","29.82","73","71","63","74","13.3","71","71","68","90","68","69","0","","0.0","3","NE","71","73","73","80","0.00","0.00","223","9.59","288","0.00","0","0.0","0","0.000","0.129"
"9/29/22 7:30 AM","29.83","75","71","65","76","13.2","73","73","71","89","70","71","1","NE","0.5","5","NE","73","75","75","84","0.00","0.00","352","15.14","410","0.00","1","0.1","1","0.000","0.173"
"9/29/22 8:00 AM","29.83","78","72","68","80","13.4","74","75","73","88","71","72","2","NNE","1.0","4","NNE","74","77","77","87","0.00","0.00","462","19.88","520","0.01","2","0.4","3","0.000","0.198"
"9/29/22 8:30 AM","29.84","81","71","70","84","13.0","78","78","74","81","71","73","1","NE","0.5","5","NE","78","81","81","92","0.00","0.00","578","24.87","628","0.00","4","0.8","4","0.000","0.265"
"9/29/22 9:00 AM","29.83","83","69","72","89","12.4","81","81","78","78","73","75","3","NNE","1.5","6","NNE","81","86","86","97","0.00","0.00","671","28.87","740","0.01","5","1.1","6","0.000","0.329"
"9/29/22 9:30 AM","29.83","85","67","73","92","12.1","80","81","78","76","72","74","4","NNE","2.0","8","NNE","80","84","84","96","0.00","0.00","798","34.33","872","0.00","8","1.6","9","0.000","0.315"
"9/29/22 10:00 AM","29.81","86","64","73","93","11.4","82","82","80","76","73","75","3","NNE","1.5","7","NNE","82","88","88","99","0.00","0.00","855","36.78","881","0.02","9","2.0","10","0.000","0.348"
"9/29/22 10:30 AM","29.81","88","62","74","97","11.0","82","82","80","72","72","74","4","NE","2.0","10","NNE","82","86","86","97","0.00","0.00","918","39.49","995","0.00","11","2.3","12","0.000","0.344"
"9/29/22 11:00 AM","29.79","90","60","74","100","10.6","82","82","81","76","73","75","4","NNE","2.0","10","N","82","88","88","98","0.00","0.00","965","41.52","1011","0.03","12","2.6","12","0.000","0.348"
"9/29/22 11:30 AM","29.77","92","59","76","104","10.4","84","84","82","73","74","76","5","NNE","2.5","13","NNE","84","91","91","101","0.00","0.00","993","42.72","1014","0.00","12","2.7","13","0.000","0.385"
"9/29/22 12:00 PM","29.76","93","58","76","106","10.2","80","84","80","80","73","75","6","NNE","3.0","12","N","80","85","85","96","0.00","0.00","649","27.92","1296","0.02","8","1.7","13","0.000","0.310"
"9/29/22 12:30 PM","29.74","92","57","75","104","10.1","78","81","78","76","70","71","5","NNE","2.5","11","NNE","78","81","81","86","0.00","0.00","284","12.22","392","0.00","4","0.9","6","0.000","0.267"
"9/29/22 1:00 PM","29.72","91","58","74","101","10.2","77","79","77","79","70","72","6","NNE","3.0","12","NNE","77","80","80","85","0.00","0.00","267","11.49","1137","0.01","4","0.9","10","0.000","0.256"
"9/29/22 1:30 PM","29.71","90","58","73","99","10.3","77","78","77","81","70","72","5","NNE","2.5","12","NNE","77","79","79","83","0.00","0.00","212","9.12","367","0.00","3","0.6","6","0.000","0.242"
"9/29/22 2:03 PM","29.69","89","59","73","98","10.5","77","77","76","80","71","72","4","NNE","2.0","10","N","77","80","80","84","0.00","0.00","214","9.21","302","0.01","2","0.5","3","0.000","0.256"
"9/29/22 2:30 PM","29.69","89","59","73","96","10.5","78","78","76","75","69","71","1","NNE","0.5","6","NE","78","80","80","84","0.00","0.00","193","8.30","237","0.00","2","0.4","2","0.000","0.260"
"9/29/22 3:04 PM","29.71","87","54","68","90","9.7","68","78","68","85","64","65","10","SSE","5.0","28","ESE","66","70","68","68","0.00","0.00","65","2.80","148","0.00","0","0.0","0","0.000","0.071"
"9/29/22 3:30 PM","29.74","82","58","65","83","10.4","66","68","66","95","64","65","3","WSW","1.5","9","ENE","66","67","67","66","0.41","2.91","17","0.73","32","0.00","0","0.0","0","0.000","0.019"
"9/29/22 4:04 PM","29.75","78","60","63","79","10.8","65","66","64","97","64","64","5","W","2.5","10","WNW","65","66","66","65","0.07","0.81","10","0.43","11","0.00","0","0.0","0","0.008","0.000"
"9/29/22 4:30 PM","29.73","76","62","62","76","11.2","65","65","65","98","64","64","1","NW","0.5","3","W","65","66","66","65","0.01","0.07","7","0.30","7","0.00","0","0.0","0","0.008","0.000"
"9/29/22 5:00 PM","29.73","75","64","62","75","11.6","64","65","64","99","64","64","2","SSE","1.0","6","SSE","64","66","66","65","0.00","0.00","6","0.26","7","0.00","0","0.0","0","0.012","0.000"
"9/29/22 5:30 PM","29.74","74","64","61","75","11.6","65","65","64","98","64","64","4","SE","2.0","8","SE","65","67","67","64","0.01","0.00","1","0.04","5","0.00","0","0.0","0","0.004","0.000"
"9/29/22 6:00 PM","29.75","74","64","61","74","11.6","65","66","65","96","64","64","1","SE","0.5","5","SE","65","67","67","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.000"
"9/29/22 6:30 PM","29.76","73","65","61","74","11.9","66","66","65","94","64","64","1","NE","0.5","4","SW","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.012"
"9/29/22 7:00 PM","29.77","73","65","61","74","11.9","66","67","66","91","63","64","1","SSW","0.5","4","SSW","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.023"
"9/29/22 7:30 PM","29.79","73","66","61","74","12.1","65","66","65","97","64","64","2","NNW","1.0","4","NW","65","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"9/29/22 8:00 PM","29.81","73","66","61","74","12.1","67","67","65","93","65","65","2","SSW","1.0","4","SW","67","68","68","66","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.033"
"9/29/22 8:30 PM","29.82","73","66","61","74","12.1","67","68","66","92","64","65","2","SW","1.0","5","NNW","67","68","68","66","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.038"
"9/29/22 9:00 PM","29.82","73","67","61","73","12.3","67","67","66","91","64","65","1","WNW","0.5","4","SW","67","69","69","66","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.040"
"9/29/22 9:30 PM","29.82","72","67","61","73","12.3","66","67","66","93","64","65","1","N","0.5","3","SW","66","68","68","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.025"
"9/29/22 10:00 PM","29.82","72","67","60","72","12.3","65","66","65","95","64","64","1","W","0.5","5","WNW","65","67","67","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.006"
"9/29/22 10:30 PM","29.81","72","67","60","72","12.3","65","65","65","94","64","64","1","W","0.5","4","W","65","67","67","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.006"
"9/29/22 11:00 PM","29.80","72","67","60","72","12.3","65","66","65","95","64","64","1","NNE","0.5","3","NNE","65","67","67","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.004"
"9/29/22 11:30 PM","29.79","71","68","60","72","12.6","66","66","65","91","64","64","1","SE","0.5","4","SE","66","68","68","66","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.029"
"9/30/22 12:00 AM","29.78","71","68","60","71","12.6","66","66","66","93","64","64","0","","0.0","2","E","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.015"
"9/30/22 12:30 AM","29.76","71","68","60","71","12.6","66","66","66","92","64","64","0","","0.0","2","E","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.019"
"9/30/22 1:00 AM","29.76","71","68","60","71","12.6","66","66","66","91","63","64","2","E","1.0","5","E","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.021"
"9/30/22 1:30 AM","29.75","71","69","60","71","12.8","67","67","66","90","64","64","3","SE","1.5","5","SSE","67","68","68","66","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.033"
"9/30/22 2:00 AM","29.75","71","68","60","71","12.6","64","67","64","94","63","63","2","WSW","1.0","5","WSW","64","66","66","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.012","0.000"
"9/30/22 2:30 AM","29.76","70","69","60","71","12.8","66","66","64","91","63","64","4","WSW","2.0","7","WSW","66","67","67","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.010"
"9/30/22 3:00 AM","29.75","70","69","60","70","12.8","65","66","65","91","63","63","1","SSW","0.5","3","SW","65","67","67","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.006"
"9/30/22 3:30 AM","29.75","70","69","59","70","12.9","65","67","65","91","62","63","2","SSW","1.0","4","SSW","65","66","66","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"9/30/22 4:00 AM","29.76","70","69","59","70","12.9","64","65","64","96","62","63","1","NW","0.5","3","WSW","64","65","65","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.031","0.000"
"9/30/22 4:30 AM","29.76","69","69","59","70","12.9","64","64","64","94","62","63","2","S","1.0","4","SW","64","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.021","0.000"
"9/30/22 5:00 AM","29.78","69","70","59","70","13.2","64","64","64","94","62","63","2","S","1.0","4","S","64","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.025","0.000"
"9/30/22 5:30 AM","29.79","70","70","60","70","13.2","64","64","64","94","62","62","0","","0.0","3","S","64","65","65","62","0.00","0.00","1","0.04","9","0.00","0","0.0","0","0.029","0.000"
"9/30/22 6:00 AM","29.79","70","71","60","70","13.5","65","65","64","93","63","63","1","SSE","0.5","5","SSE","65","66","66","64","0.00","0.00","33","1.42","62","0.00","0","0.0","0","0.008","0.000"
"9/30/22 6:30 AM","29.79","70","71","60","71","13.4","67","67","65","91","65","65","0","","0.0","1","SSE","67","69","69","72","0.00","0.00","110","4.73","162","0.00","0","0.0","0","0.000","0.048"
"9/30/22 7:00 AM","29.80","72","72","62","72","13.7","69","69","67","89","66","67","1","ESE","0.5","4","ENE","69","71","71","78","0.00","0.00","235","10.11","292","0.00","0","0.0","0","0.000","0.087"
"9/30/22 7:30 AM","29.80","74","72","64","75","13.6","71","71","69","87","67","68","2","NE","1.0","5","NE","71","73","73","82","0.00","0.00","350","15.06","410","0.00","1","0.2","2","0.000","0.133"
"9/30/22 8:00 AM","29.80","77","72","67","79","13.4","72","72","71","87","68","69","2","NE","1.0","5","NE","72","74","74","84","0.00","0.00","431","18.54","503","0.01","2","0.4","3","0.000","0.150"
"9/30/22 8:30 AM","29.81","79","71","69","82","13.1","73","74","72","86","69","70","2","NE","1.0","5","NE","73","75","75","84","0.00","0.00","399","17.17","555","0.00","3","0.6","4","0.000","0.175"
"9/30/22 9:00 AM","29.81","80","69","69","83","12.6","72","73","71","87","68","69","2","NE","1.0","5","NE","72","74","74","79","0.00","0.00","261","11.23","301","0.01","2","0.5","3","0.000","0.142"
"9/30/22 9:30 AM","29.81","82","69","70","86","12.5","72","72","72","85","67","68","2","NE","1.0","4","NE","72","73","73","80","0.00","0.00","347","14.93","410","0.00","3","0.7","4","0.000","0.137"
"9/30/22 10:00 AM","29.80","84","66","71","89","11.9","77","77","72","86","72","73","2","NE","1.0","6","NNE","77","80","80","90","0.00","0.00","547","23.53","786","0.01","6","1.3","9","0.000","0.246"
"9/30/22 10:30 AM","29.79","85","63","71","90","11.3","78","78","77","79","70","72","4","NNE","2.0","8","NNW","78","80","80","92","0.00","0.00","898","38.63","997","0.00","10","2.2","12","0.000","0.260"
"9/30/22 11:00 AM","29.78","86","60","70","91","10.7","77","78","77","74","68","70","3","N","1.5","8","NNW","77","79","79","90","0.00","0.00","941","40.48","1030","0.02","11","2.4","13","0.000","0.254"
"9/30/22 11:30 AM","29.76","87","59","71","92","10.5","81","81","77","78","73","75","3","NNE","1.5","8","N","81","86","86","97","0.00","0.00","965","41.52","1090","0.00","12","2.6","13","0.000","0.325"
"9/30/22 12:00 PM","29.74","88","56","70","94","10.0","81","81","80","75","73","74","6","NNE","3.0","11","NNE","81","87","87","96","0.00","0.00","997","42.89","1167","0.00","12","2.6","14","0.000","0.340"
"9/30/22 12:30 PM","29.72","88","57","71","94","10.1","81","82","81","73","72","74","5","NNE","2.5","9","NNE","81","86","86","98","0.00","0.00","832","35.79","1058","0.03","10","2.2","12","0.000","0.340"
